session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
2674,4,1024,148,148,254,4,1024,501,254,254,39
2675,4,1024,501,254,4,1024,254,148,501,148,39
2676,254,4,1024,3,225,699,694,1465,1467,1465,39
2677,1467,1467,1465,1467,1465,1467,1465,1467,1465,100,39
2678,522,1,1700,21,1700,4,942,1,1467,1465,39
2679,694,699,340,1499,3,716,1517,1547,32,1499,39
2680,772,1499,1547,46,7,1467,1465,754,1466,1467,39
2681,1465,699,694,694,925,699,694,694,724,1478,39
2682,12,1466,1478,694,699,925,754,925,17,1466,39
2683,125,710,767,710,44,339,51,1478,100,522,39
2684,715,1,254,4,639,254,1024,4,148,3,39
2685,100,226,4,100,148,148,1024,4,254,639,39
2686,1974,18,13,1974,32,22,3,4,49,32,39
2687,1,13,32,267,20,254,1024,4,618,3,39
2688,209,571,679,581,254,4,1024,618,724,254,39
2689,419,881,507,338,724,426,254,4,1024,410,39
2690,254,254,4,1024,465,772,254,226,254,4,39
2691,254,1024,254,148,164,724,148,254,4,1024,39
2692,3,497,7,4,1,710,225,1,254,4,39
2693,1024,148,254,148,148,254,254,1024,4,1,39
2694,4,23,21,23,4,94,23,212,1625,4,39
2695,23,225,1,1,254,4,639,1024,3,254,39
2696,710,881,254,4,639,1024,148,254,148,1,39
2697,225,254,1024,254,4,254,4,148,148,254,39
2698,1024,4,148,254,148,254,4,1024,501,254,39
2699,1,1894,1894,1,2039,225,1,254,4,1024,39
2700,148,148,254,4,1024,225,100,1,254,1024,39
2701,4,148,1,3,148,148,254,4,1024,254,39
2702,1024,4,254,1641,254,254,1024,4,254,4,39
2703,1,225,1,1979,21,1979,321,2211,487,2222,39
2704,321,1,2179,1868,1868,1,833,1002,1562,1,39
2705,23,4,23,23,1002,23,833,1513,100,1562,39
2706,1562,522,833,1680,1875,1690,923,1800,1739,1726,39
2707,833,1160,1652,1690,1680,833,49,1726,833,18,39
2708,3,22,1680,881,1562,1739,1690,1726,1562,226,39
2709,3,226,209,497,226,1879,4,1,3,497,39
2710,1562,1636,618,410,1562,1636,615,3,1636,1562,39
2711,872,1513,1,1513,1964,1652,1513,1160,1652,1513,39
2712,1513,1513,1855,1513,1513,1513,1513,1513,1,1593,39
2713,1615,1870,395,327,49,1593,1,1593,1593,22,39
2714,529,18,1593,148,3,1593,1593,1593,334,1,39
2715,634,326,100,3,10,297,297,326,1665,431,39
2716,754,297,297,297,431,334,10,326,3,18,39
2717,195,22,297,443,788,3,334,297,14,1513,39
2718,1513,1513,1513,1513,21,1513,1513,1513,1513,1513,39
2719,1513,1513,1513,1513,1513,1513,254,4,639,1024,39
2720,4,254,4,1024,639,254,4,1024,254,225,39
2721,100,1,254,254,254,4,1024,501,254,254,39
2722,1,2212,4,1,225,1,324,681,681,359,39
2723,1794,359,324,1476,1,1476,1476,1476,1476,715,39
2724,715,1476,1476,1476,1476,21,4,1,1476,1476,39
2725,359,1513,254,4,1024,254,225,715,497,497,39
2726,684,1600,100,522,699,694,694,100,1,941,39
2727,634,326,334,3,754,22,10,195,3,49,39
2728,443,18,788,3,195,14,398,4,1,715,39
2729,497,892,93,100,522,100,100,50,100,100,39
2730,497,168,190,4,291,140,46,694,270,699,39
2731,694,1,634,1651,326,297,334,10,3,326,39
2732,297,100,788,754,297,497,3,326,443,18,39
2733,49,22,3,195,297,10,293,293,3,334,39
2734,1559,293,1582,1559,497,1582,1559,4,1706,1932,39
2735,1899,1721,588,14,50,169,21,7,46,724,39
2736,942,140,1,4,710,140,1468,1468,1468,1468,39
2737,140,464,76,587,446,682,446,682,464,429,39
2738,56,76,1,254,254,4,254,639,1024,4,39
2739,4,254,501,254,639,1024,4,3,4,3,39
2740,100,254,254,1024,4,254,148,501,694,699,39
2741,1,942,140,148,46,225,140,1467,1465,716,39
2742,755,7,1465,1467,1465,1467,140,140,1,1024,39
2743,4,254,254,4,501,93,254,4,1024,4,39
2744,272,368,699,694,272,368,694,272,254,4,39
2745,1024,368,272,368,272,272,4,254,1024,4,39
2746,501,254,4,4,1024,7,46,715,715,225,39
2747,1476,1476,140,7,1646,1504,1504,1504,1504,724,39
2748,1480,754,1480,305,305,140,1480,1480,1504,1504,39
2749,1480,694,699,140,140,522,100,100,100,100,39
2750,140,4,46,455,7,717,40,717,140,1623,39
2751,1806,455,1579,657,21,664,617,666,657,18,39
2752,666,49,22,3,679,657,666,209,10,657,39
2753,666,642,497,3,666,657,666,666,666,14,39
2754,717,3,3,3,666,3,657,21,617,664,39
2755,666,657,18,657,666,49,22,657,666,10,39
2756,666,642,657,666,3,3,160,1477,666,657,39
2757,657,22,666,18,642,657,666,1479,3,666,39
2758,666,666,666,666,666,666,666,666,14,666,39
2759,666,666,666,666,666,666,657,657,657,694,39
2760,699,694,657,7,666,657,666,657,49,1477,39
2761,666,1477,22,18,642,657,657,22,1479,3,39
2762,18,642,3,657,3,1479,717,93,3,1488,39
2763,657,666,7,657,717,140,340,1499,3,772,39
2764,1499,32,1547,716,1607,1607,1517,1499,1547,1485,39
2765,3,1485,1485,1499,1517,379,2103,1485,1485,1485,39
2766,1485,1970,1537,1941,3,18,1537,10,49,1969,39
2767,189,21,22,3,1537,317,189,1537,189,1536,39
2768,1537,3,1537,1536,1537,1537,3,1537,1536,14,39
2769,3,1537,854,7,46,717,716,770,772,1730,39
2770,18,3,1730,1730,49,1532,854,18,3,1730,39
2771,1552,4,6,7,46,1532,455,1947,140,1,39
2772,21,1552,717,694,699,694,854,2215,455,140,39
2773,717,1522,1484,854,717,7,17,754,925,710,39
2774,17,767,710,17,17,925,724,17,97,44,39
2775,79,1481,60,344,83,716,755,1503,755,1466,39
2776,1466,1466,1503,12,1633,12,1466,12,1545,125,39
2777,100,522,106,53,1,142,1533,374,1533,1533,39
2778,1498,1533,1491,1533,1472,374,1498,1472,1472,1472,39
2779,1604,1728,1491,1472,1472,1491,1498,49,374,1472,39
2780,22,1472,3,1491,18,1472,1498,1472,374,1472,39
2781,1491,1472,1472,1472,1472,374,1498,1472,1491,854,39
2782,1604,1498,4,1472,1604,374,1472,1491,1,1503,39
2783,1466,1633,717,125,140,1472,1472,374,1498,1491,39
2784,1472,60,1472,1498,374,1491,1472,1466,1472,1498,39
2785,374,1472,1472,1491,17,1466,125,44,1545,1466,39
2786,1466,1466,1466,1466,12,86,51,339,854,1,39
2787,305,22,18,49,3,1722,1722,18,3,22,39
2788,1722,1722,22,3,18,694,699,1,100,667,39
2789,20,32,93,717,418,2243,2232,100,13,854,39
2790,140,2218,46,100,140,291,1522,717,4,1,39
2791,1950,724,724,710,881,1909,1745,1950,1745,1796,39
2792,1783,1495,1495,1796,455,1783,1796,1495,1783,1909,39
2793,1745,1495,1495,1947,1495,1495,1495,1495,1918,1495,39
2794,7,1495,1495,1474,1613,1495,4,1613,1495,1613,39
2795,1495,1495,1613,1613,1613,1495,1613,1613,1495,1495,39
2796,1495,1495,1841,1495,1495,1495,1495,942,1,140,39
2797,1495,4,1499,3,1607,1517,3,1499,1607,788,39
2798,1975,1610,21,100,1021,2164,4,1657,837,650,39
2799,1999,1642,1610,111,1849,1858,1642,4,100,1,39
2800,1484,837,46,4,40,1628,1654,168,190,1530,39
2801,93,7,346,100,892,93,100,100,100,168,39
2802,190,270,291,4,140,46,455,7,717,40,39
2803,1,190,168,46,4,1484,1522,93,854,280,39
2804,280,715,497,100,522,100,100,699,694,694,39
2805,694,100,100,280,280,100,100,497,17,1523,39
2806,754,925,710,17,710,710,767,17,44,17,39
2807,925,724,44,754,754,754,754,754,754,710,39
2808,79,1675,60,1481,1675,344,83,168,190,398,39
2809,291,2068,1478,125,270,4,50,140,97,53,39
2810,854,455,7,46,1522,142,755,716,755,1503,39
2811,1784,1784,1503,1633,418,12,4,4,1466,12,39
2812,1466,40,502,1545,125,100,502,2178,1503,1466,39
2813,1490,755,1490,1503,1490,1503,1490,1490,1490,1490,39
2814,1490,1490,1490,1490,1490,1490,717,1490,1503,1503,39
2815,1490,1503,1503,724,17,1466,125,44,1478,1466,39
2816,1466,12,1466,1466,1481,1,1533,1533,374,1498,39
2817,1533,1491,1491,1533,51,942,710,1472,1472,1533,39
2818,1533,374,1498,1533,1491,1533,1472,1472,374,1498,39
2819,1604,1728,1472,1491,1472,1498,374,1491,455,854,39
2820,1472,4,1472,1498,1472,374,1491,1472,717,1,39
2821,1491,1472,1472,1472,49,1498,18,22,1472,374,39
2822,1491,7,3,1472,1498,374,1491,1472,140,854,39
2823,46,7,1465,1,771,1465,1465,717,1465,4,39
2824,140,1,1465,140,717,1465,1465,699,694,694,39
2825,854,717,140,717,140,1579,21,666,617,664,39
2826,657,657,666,49,657,666,22,18,642,666,39
2827,657,898,3,657,666,3,657,657,1477,657,39
2828,666,657,746,18,22,746,666,657,746,267,39
2829,657,666,3,642,657,666,20,666,3,666,39
2830,666,666,666,666,666,666,854,50,1629,7,39
2831,291,1522,455,140,717,694,699,93,1484,455,39
2832,717,140,854,100,522,1623,455,717,666,657,39
2833,22,49,18,666,657,642,465,657,666,3,39
2834,2266,740,740,739,657,1477,746,746,642,657,39
2835,666,3,497,100,1,100,1484,854,717,4,39
2836,140,1,46,168,190,93,1522,715,699,694,39
2837,694,50,50,100,522,100,1523,754,17,925,39
2838,710,17,710,767,44,100,100,17,17,925,39
2839,724,44,17,125,1466,1519,1519,44,79,12,39
2840,1466,1466,60,344,1466,1466,83,1481,168,190,39
2841,1466,291,7,140,46,4,270,97,51,53,39
2842,771,771,862,270,140,512,258,694,699,694,39
2843,140,1465,1467,1468,1468,1468,1468,1,1472,49,39
2844,1472,374,1472,1498,1472,22,1472,3,1491,1472,39
2845,18,1472,1498,18,22,374,1491,7,1472,3,39
2846,1498,1472,18,374,22,1491,3,1472,1498,374,39
2847,1472,1491,1472,1472,1533,1533,1498,1533,374,1498,39
2848,1491,1533,1472,1533,1498,374,1491,1472,1472,1728,39
2849,1604,1472,1472,374,1498,1604,1472,1491,1472,1491,39
2850,1472,1498,374,1491,1472,1472,1472,1491,374,1498,39
2851,1472,699,694,694,1472,1498,374,1491,1472,1472,39
2852,1472,374,1472,1498,1498,1491,1472,374,22,1472,39
2853,18,1491,3,140,1,4,100,1,1559,1706,39
2854,1559,881,1582,2096,1559,4,1932,1582,1899,497,39
2855,1721,2057,2141,1721,1582,1559,21,1741,716,1819,39
2856,1741,1582,1741,1559,46,1559,21,2012,1582,1738,39
2857,194,715,194,1559,49,1738,18,22,1559,1738,39
2858,1721,1661,21,1819,1661,1559,1819,1661,1559,1661,39
2859,1661,1661,1492,1492,1582,1492,1649,1492,7,1582,39
2860,1492,4,1,140,21,93,1492,1492,1492,93,39
2861,93,7,93,892,771,1486,1486,771,1584,771,39
2862,1486,771,771,862,76,682,429,446,587,464,39
2863,446,464,682,429,34,78,78,78,78,78,39
2864,78,78,78,78,78,78,34,34,471,34,39
2865,34,34,78,34,34,305,34,17,418,76,39
2866,56,56,1519,305,522,100,100,1,305,1754,39
2867,1,1471,100,84,3,1471,4,1471,4,100,39
2868,84,84,321,100,1471,3,4,84,321,338,39
2869,772,788,716,84,84,7,40,1,4,645,39
2870,699,694,225,398,715,699,694,694,418,522,39
2871,4,100,100,1,1558,1606,1558,4,100,1558,39
2872,1606,321,321,716,421,2023,772,1558,1558,1606,39
2873,1526,1526,1554,1546,1673,1554,1554,1554,1546,1587,39
2874,1526,21,21,1587,1526,10,1554,3,7,1554,39
2875,100,10,1526,100,410,1554,1850,754,1850,2035,39
2876,2221,724,1526,10,14,1,4,334,1,1651,39
2877,100,334,3,326,297,297,634,10,3,297,39
2878,10,326,326,297,1665,710,3,710,529,10,39
2879,49,3,297,334,326,18,148,297,195,22,39
2880,3,443,3,788,334,10,148,14,4,1,39
2881,21,7,46,754,17,1523,925,710,17,710,39
2882,767,44,17,17,925,724,44,79,60,1466,39
2883,1466,12,1466,12,12,344,1478,1466,83,1545,39
2884,1466,1481,142,97,142,53,1466,2161,151,360,39
2885,151,157,157,1955,1955,125,1,1024,254,4,39
2886,1,254,4,639,226,1562,20,833,1002,507,39
2887,100,419,3,465,1489,497,465,833,833,1160,39
2888,1875,923,1800,1652,1726,833,1690,1680,1739,3,39
2889,571,254,209,1680,1690,679,618,581,1562,49,39
2890,881,4,18,1562,3,639,1024,22,3,724,39
2891,226,1478,226,431,497,254,226,410,881,338,39
2892,1879,209,410,1636,1562,3,226,724,4,1,39
2893,226,618,1636,1636,615,1636,1562,872,1466,254,39
2894,4,254,1024,254,431,267,710,338,426,1466,39
2895,206,772,1489,12,1466,1466,12,1466,164,254,39
2896,4,1024,618,431,254,254,4,1024,431,254,39
2897,254,4,1024,431,254,254,4,1024,1489,431,39
2898,254,1964,1652,4,1,1855,1489,1489,1489,1478,39
2899,1489,225,1489,1160,1652,1160,1800,1489,1489,1489,39
2900,1489,699,694,694,1489,1489,1489,1489,1489,1489,39
2901,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,39
2902,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,39
2903,1489,699,694,1489,1489,892,522,100,93,100,39
2904,100,100,100,100,754,925,17,925,1466,125,39
2905,710,767,44,1478,1466,168,46,190,291,270,39
2906,7,4,854,140,40,694,699,694,717,755,39
2907,716,454,251,497,251,881,881,183,1484,454,39
2908,454,251,183,2082,1487,1487,1487,2180,1487,1487,39
2909,1487,49,10,1487,7,22,1487,18,3,10,39
2910,1487,10,3,1487,1487,1487,1487,1487,1487,1487,39
2911,1487,10,1487,1496,1487,305,1496,10,1496,18,39
2912,22,10,1487,1496,1487,3,1496,1496,1487,1487,39
2913,1496,10,18,22,1496,10,3,2011,325,325,39
2914,325,1496,1496,1487,1496,10,1496,22,10,18,39
2915,3,10,1496,1487,1496,1487,1487,1496,10,22,39
2916,1496,10,18,3,10,1487,1496,3,1496,1487,39
2917,1487,1487,10,1496,18,22,1496,3,10,1496,39
2918,3,1487,1487,1487,10,1496,18,22,1496,3,39
2919,10,10,3,14,1496,1487,1487,1496,1487,22,39
2920,3,10,18,1496,251,1496,10,18,22,3,39
2921,10,10,1487,1496,1487,10,22,3,18,1496,39
2922,3,1496,1487,22,1487,1496,10,3,18,3,39
2923,10,1496,1487,1487,1496,3,18,22,1487,10,39
2924,1496,1487,14,18,3,22,1496,10,1487,1496,39
2925,3,140,14,1523,17,17,17,44,724,7,39
2926,79,1466,60,1466,1466,12,1478,83,12,1466,39
2927,1481,1489,1466,142,1502,1502,1466,125,17,44,39
2928,12,4,1,140,1502,699,694,17,1523,17,39
2929,44,140,140,1,190,168,46,4,93,50,39
2930,50,50,724,715,497,522,892,93,100,100,39
2931,100,699,694,694,418,497,1,254,254,4,39
2932,254,639,1024,254,4,100,3,209,571,679,39
2933,581,618,100,639,1024,254,1514,4,254,254,39
2934,4,383,254,1024,267,1,334,297,326,941,39
2935,3,326,297,788,100,443,18,3,334,195,39
2936,634,49,297,10,22,326,754,443,195,3,39
2937,334,1,23,23,21,4,1,23,21,168,39
2938,190,23,94,4,23,297,23,14,3,1551,39
2939,46,1551,1551,3,1551,297,291,270,7,225,39
2940,4,942,140,21,1,254,1024,254,4,639,39
2941,4,100,4,618,724,881,724,254,4,639,39
2942,1024,465,254,1514,1024,4,254,4,383,1024,39
2943,772,164,254,1024,4,710,1,23,23,94,39
2944,23,226,426,206,4,50,455,46,7,169,39
2945,140,225,1,1495,724,1,710,1495,1918,1474,39
2946,1495,1495,1495,1495,1,1564,1546,771,1564,771,39
2947,1546,1546,1564,771,1564,771,1695,21,1685,1685,39
2948,771,1,1653,327,1653,10,395,1,3,1653,39
2949,1653,1544,1557,10,173,1464,1096,1653,788,1708,39
2950,1653,1708,1708,3,10,1708,14,4,10,140,39
2951,1,46,7,2010,1,4,140,1,1,755,39
2952,716,4,140,1,694,699,694,694,1473,1473,39
2953,1473,1473,1526,1473,1778,218,1473,1473,1473,1473,39
2954,1473,1473,1571,1561,1570,1567,1463,1463,1463,1463,39
2955,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2956,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2957,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2958,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2959,1463,1463,140,1463,1463,1463,1463,1463,1463,1463,39
2960,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2961,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2962,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2963,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2964,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2965,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2966,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2967,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2968,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2969,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2970,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2971,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2972,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2973,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2974,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
2975,1463,1463,1463,1463,1463,1463,1463,1463,1473,497,39
2976,724,497,710,14,16,1,2192,604,1,272,39
2977,771,1465,927,226,338,209,209,272,272,209,39
2978,1465,788,1465,679,209,3,1792,1792,10,73,39
2979,16,1926,1,2007,1834,49,10,10,212,18,39
2980,22,3,4,1792,14,16,140,10,1463,1463,39
2981,1535,1594,1463,1535,1463,16,1,46,7,16,39
2982,16,16,16,1468,1468,1468,16,140,16,16,39
2983,16,16,699,694,694,16,93,16,16,1778,39
2984,1778,16,16,464,76,34,78,78,78,78,39
2985,16,78,16,76,56,16,16,16,140,78,39
2986,78,16,16,78,78,78,78,78,78,16,39
2987,16,16,16,7,16,16,755,716,16,16,39
2988,16,699,694,16,16,140,16,16,1474,1475,39
2989,1475,1474,1475,1474,1683,1475,1474,1683,1475,1474,39
2990,1475,1474,1475,1474,1475,1474,1475,1474,1474,1475,39
2991,1475,1474,1475,1474,1475,1474,1475,1474,1475,1474,39
2992,1474,1475,1475,1474,1475,1474,1475,1474,1474,1475,39
2993,1475,1474,1474,1475,1474,1475,1474,16,1475,1474,39
2994,1475,1474,1474,1475,1475,1474,1475,1474,1474,1475,39
2995,1474,1475,1475,1474,1474,1475,1475,1474,1475,1474,39
2996,1474,1475,1475,1474,1474,1475,1475,1474,1474,1475,39
2997,1474,1475,1475,1474,1475,1474,1475,1474,1475,1474,39
2998,1474,1475,1474,1475,1474,1474,1475,1475,1474,1475,39
2999,1474,1474,1474,1475,1474,1475,1474,1475,1475,1474,39
3000,1474,1475,1475,1474,1474,1475,1474,1475,1475,1474,39
3001,1475,1474,1474,1475,1474,1475,1475,1474,1474,1475,39
3002,1474,1475,1475,1474,1474,1475,1474,1475,1475,1474,39
3003,1474,1475,16,16,16,1696,1586,1541,1560,1573,39
3004,1553,1543,1507,21,1470,2098,1881,1637,1543,1573,39
3005,650,1712,1483,1766,1586,1470,1553,1470,1470,16,39
3006,1483,1470,1470,1470,13,1922,1922,1470,1470,1470,39
3007,1470,1507,650,1574,1470,650,1483,1863,1507,1483,39
3008,1470,1470,1470,1553,1507,1712,1483,1470,1507,1716,39
3009,1507,1483,1470,1507,1402,1470,1716,1483,1507,1470,39
3010,2113,1483,1470,1470,1507,1483,1470,2257,1791,1507,39
3011,1470,1483,1470,1470,1541,1574,16,1483,1470,1507,39
3012,1507,1684,1939,1716,2193,1483,1470,1470,1881,1483,39
3013,1791,1507,1766,1937,1637,1684,1573,1716,1470,1483,39
3014,2020,1470,1470,1507,1939,1483,1541,1507,1530,1483,39
3015,1470,1574,1483,1470,1507,2019,1507,1560,1483,1470,39
3016,1470,1470,1483,1886,1470,1470,1886,1483,21,1602,39
3017,1602,881,1889,710,1602,1641,1602,1602,16,1931,39
3018,1804,1804,1715,1931,4,1804,469,1715,1715,13,39
3019,1715,463,2202,21,140,1841,1495,1495,1475,1474,39
3020,1495,4,699,694,100,522,1,21,1569,1569,39
3021,21,21,1569,93,21,1569,1569,1569,4,140,39
3022,1,100,270,4,7,455,46,717,40,140,39
3023,1596,1623,455,717,1579,657,666,21,49,664,39
3024,617,657,666,657,18,22,666,10,666,657,39
3025,666,642,3,657,338,666,3,657,666,666,39
3026,3,666,666,3,666,666,3,14,666,3,39
3027,3,3,1477,657,666,657,160,666,666,22,39
3028,18,666,3,642,657,507,657,13,1479,666,39
3029,666,2170,666,627,666,477,666,477,477,700,39
3030,666,700,700,666,666,666,666,666,666,666,39
3031,666,666,666,666,1477,657,657,18,22,666,39
3032,642,657,3,657,666,657,666,14,854,666,39
3033,7,657,1488,3,657,1477,657,666,1479,3,39
3034,657,410,642,497,657,666,717,140,7,140,39
3035,340,3,1499,1607,32,1547,772,716,1517,1499,39
3036,1607,1499,1547,1467,1465,854,694,699,694,717,39
3037,46,7,4,140,854,717,1492,1492,1649,1582,39
3038,1492,1492,1492,1649,1492,140,1492,1492,1492,1492,39
3039,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,39
3040,1492,1649,1649,1492,1492,1649,1492,1492,1492,1492,39
3041,1492,1492,1492,1492,1492,270,854,1782,246,1,39
3042,246,1782,4,1,94,1782,246,254,4,1024,39
3043,254,639,1625,212,254,212,1641,419,7,717,39
3044,1522,4,1,225,140,717,140,699,694,93,39
3045,717,1484,717,140,1467,1465,1467,1465,1467,1465,39
3046,522,100,1465,1,1465,1467,1467,1465,1465,1467,39
3047,1465,1467,1465,1467,1465,1467,1467,1465,1467,1465,39
3048,1465,1467,1484,4,942,140,1,1,1926,1834,39
3049,10,49,10,22,212,18,3,14,1468,1468,39
3050,1468,10,4,140,1,7,1,4,100,140,39
3051,4,7,190,46,168,93,715,497,497,684,39
3052,280,280,699,694,280,694,694,497,280,522,39
3053,100,100,100,100,50,1,1,67,64,123,39
3054,67,92,64,168,190,291,7,46,270,1698,39
3055,1,1698,100,321,4,321,1381,772,519,716,39
3056,487,321,2061,294,4,140,724,1,7,46,39
3057,710,140,1,4,93,7,190,168,46,4,39
3058,50,100,522,100,1600,699,694,2049,1,1,39
3059,4,246,1694,4,1694,94,1694,1625,212,3,39
3060,1,2251,1962,395,1962,4,1694,4,7,1,39
3061,50,715,100,522,1,67,64,92,64,67,39
3062,1,254,254,2190,4,1024,639,254,4,254,39
3063,100,4,4,699,694,694,1465,1467,7,4,39
3064,1,225,4,254,1514,639,1024,4,431,254,39
3065,254,383,254,4,1024,4,254,226,431,1641,39
3066,254,829,849,21,254,4,1024,431,254,4,39
3067,1024,254,4,254,4,1024,4,254,4,1024,39
3068,254,4,1024,431,254,4,254,1024,254,254,39
3069,4,431,225,1,23,21,4,23,94,1467,39
3070,1465,1,50,497,715,280,280,754,925,1523,39
3071,17,17,710,767,100,522,100,100,44,17,39
3072,925,280,280,724,44,497,100,100,699,694,39
3073,694,79,1466,1466,1466,60,1466,344,83,1481,39
3074,12,1478,97,53,142,168,190,291,4,46,39
3075,270,7,50,50,12,1466,1466,1466,1466,140,39
3076,771,862,771,1519,1519,1466,12,1478,1466,724,39
3077,418,429,446,464,76,682,56,587,464,446,39
3078,429,682,78,1486,771,1486,771,771,1486,56,39
3079,76,1584,1486,771,710,56,140,1519,1466,12,39
3080,1478,100,100,140,4,455,854,7,46,1522,39
3081,254,717,254,1024,639,383,254,4,4,254,39
3082,4,4,4,2197,1817,431,1817,3,40,254,39
3083,4,1817,1024,639,4,254,4,1024,4,1478,39
3084,1,771,771,1546,1564,1546,1695,771,1564,1685,39
3085,21,771,1,23,4,21,1983,1,21,23,39
3086,23,4,94,1983,23,46,225,942,4,140,39
3087,1,717,694,699,694,1467,1465,140,1466,12,39
3088,1478,717,1465,1467,140,1478,1467,717,1467,1465,39
3089,1467,1465,717,140,1467,1465,1465,1467,1465,1467,39
3090,1465,1467,1467,1465,140,699,694,694,93,717,39
3091,305,1467,1465,1467,1465,1467,1465,140,1467,1467,39
3092,1465,1465,140,1484,78,1465,1467,1467,1465,1467,39
3093,1465,1465,717,305,140,418,418,305,699,694,39
3094,694,694,305,140,724,1478,12,4,942,1,39
3095,455,140,1569,1569,21,1569,1569,1569,140,717,39
3096,140,717,694,699,1519,93,717,140,418,140,39
3097,1486,771,1486,771,1486,771,1584,305,1484,254,39
3098,639,383,1024,4,4,379,254,4,1024,639,39
3099,254,501,254,4,1024,501,254,254,1024,4,39
3100,431,254,7,46,225,717,1467,1465,1465,771,39
3101,1465,1465,1467,1467,1465,1467,1465,140,699,694,39
3102,140,717,1467,1465,140,1467,1465,140,522,100,39
3103,1,92,123,64,67,92,4,140,1,694,39
3104,699,1467,1465,93,717,140,754,925,17,925,39
3105,1466,125,767,710,1,140,44,100,4,657,39
3106,21,666,649,657,617,664,18,657,666,49,39
3107,22,666,642,3,657,666,1478,657,666,666,39
3108,666,666,666,3,3,666,3,657,657,666,39
3109,1477,666,657,160,18,22,657,666,3,1479,39
3110,657,642,3,666,666,666,666,666,666,666,39
3111,666,666,666,666,666,666,51,666,666,666,39
3112,666,657,657,666,666,3,1488,657,666,1484,39
3113,4,46,190,168,93,1467,1465,7,1467,1465,39
3114,694,699,1465,1467,305,254,383,4,639,1024,39
3115,431,4,254,254,1024,4,639,254,1024,254,39
3116,4,501,225,715,497,100,522,100,100,100,39
3117,100,497,657,657,21,666,617,664,649,657,39
3118,49,657,666,18,22,666,657,666,666,642,39
3119,849,3,21,657,3,829,666,657,666,666,39
3120,666,666,666,657,3,1714,1494,1524,666,1494,39
3121,1494,10,657,22,666,18,10,710,666,642,39
3122,1494,3,666,1494,1524,829,2029,666,666,13,39
3123,2033,666,762,749,325,325,666,754,666,666,39
3124,666,666,666,16,666,666,666,666,666,666,39
3125,666,666,666,666,14,666,666,666,666,666,39
3126,666,666,657,666,1477,666,160,657,22,657,39
3127,666,18,10,657,657,657,642,657,657,829,39
3128,666,1479,3,168,190,291,4,140,46,270,39
3129,100,100,100,14,694,699,694,694,73,10,39
3130,50,1494,1494,4,140,455,7,46,1494,717,39
3131,40,724,1524,1494,1488,3,710,1596,854,657,39
3132,717,666,1477,657,666,657,666,18,22,10,39
3133,657,666,642,3,657,666,1479,657,7,14,39
3134,3,1488,657,7,666,3,1488,666,657,657,39
3135,717,666,666,642,13,410,657,715,140,657,39
3136,3,13,10,657,657,657,666,1479,666,1617,39
3137,642,666,3,666,410,666,666,666,666,666,39
3138,666,666,666,657,1477,666,657,642,657,1479,39
3139,410,3,666,854,3,1488,666,657,666,657,39
3140,666,642,657,666,657,642,666,666,3,666,39
3141,666,666,666,666,666,666,666,3,3,3,39
3142,666,666,666,666,666,666,657,657,666,1477,39
3143,49,657,22,18,3,642,657,1479,657,657,39
3144,1477,666,160,657,22,18,642,657,657,1479,39
3145,3,657,666,7,1488,3,657,666,657,717,39
3146,666,1488,3,657,657,1499,3,340,1547,1607,39
3147,1517,32,1499,716,1607,772,2207,1499,1547,189,39
3148,3,49,18,22,1499,3,1517,1641,767,317,39
3149,189,3,1536,189,3,1499,1499,754,925,17,39
3150,17,710,710,17,925,17,1466,44,724,46,39
3151,1481,60,83,344,7,1466,97,53,1466,716,39
3152,755,755,1503,12,1466,1466,1633,1503,755,1490,39
3153,1503,1490,1545,1466,125,1503,1490,755,1490,1490,39
3154,1490,1490,1503,1490,1490,1490,1490,1490,1490,717,39
3155,1490,1490,142,1490,1490,1490,1490,1490,1490,1490,39
3156,1490,1490,1490,1490,755,1490,1503,1503,1633,1503,39
3157,1503,1503,1633,1503,1503,1503,1503,60,1503,1503,39
